feature,frequency,rank,docfreq,group
hipaa,12,8504,1,CTRL
sibling,12,8504,1,CTRL
neoadjuvant,12,8504,1,CTRL
teds,12,8504,1,CTRL
spirometer,12,8504,1,CTRL
cti,12,8504,1,CTRL
strange,12,8504,1,CTRL
itp,12,8504,1,CTRL
sunil,12,8504,1,CTRL
neurosurgeon,12,8504,1,CTRL
seg,12,8504,1,CTRL
serially,12,8504,1,CTRL
closing,12,8504,1,CTRL
fleming,12,8504,1,CTRL
vimpat,12,8504,1,CTRL
auc,12,8504,1,CTRL
useful,12,8504,1,CTRL
cluster,12,8504,1,CTRL
tact,12,8504,1,CTRL
bailey,12,8504,1,CTRL
hesitant,12,8504,1,CTRL
tail,12,8504,1,CTRL
constance,12,8504,1,CTRL
creatine,12,8504,1,CTRL
ravi,12,8504,1,CTRL
shannon,12,8504,1,CTRL
calves,12,8504,1,CTRL
cdc,12,8504,1,CTRL
proc,12,8504,1,CTRL
cfu,12,8504,1,CTRL
kay,12,8504,1,CTRL
hyoscyamine,12,8504,1,CTRL
cholangitis,12,8504,1,CTRL
martha,12,8504,1,CTRL
surigcal,12,8504,1,CTRL
strenuous,12,8504,1,CTRL
ileostomy,12,8504,1,CTRL
extrem,12,8504,1,CTRL
questran,12,8504,1,CTRL
humulin,12,8504,1,CTRL
abscesses,12,8504,1,CTRL
leon,12,8504,1,CTRL
laurie,12,8504,1,CTRL
confident,12,8504,1,CTRL
cups,12,8504,1,CTRL
sidewall,12,8504,1,CTRL
ada,12,8504,1,CTRL
gay,12,8504,1,CTRL
sean,12,8504,1,CTRL
nguyen,12,8504,1,CTRL
staining,12,8504,1,CTRL
misses,12,8504,1,CTRL
deal,12,8504,1,CTRL
accommodation,12,8504,1,CTRL
pawleys,12,8504,1,CTRL
winter,12,8504,1,CTRL
dimensional,12,8504,1,CTRL
rosa,12,8504,1,CTRL
tamara,12,8504,1,CTRL
kirucha,12,8504,1,CTRL
electrodes,12,8504,1,CTRL
international,12,8504,1,CTRL
ppsv,12,8504,1,CTRL
lotrimin,12,8504,1,CTRL
stops,12,8504,1,CTRL
marian,12,8504,1,CTRL
catching,12,8504,1,CTRL
rocha,12,8504,1,CTRL
stephan,12,8504,1,CTRL
stamato,12,8504,1,CTRL
dried,12,8504,1,CTRL
upbeat,12,8504,1,CTRL
hyperostosis,12,8504,1,CTRL
swings,12,8504,1,CTRL
incoordination,12,8504,1,CTRL
rivera,12,8504,1,CTRL
evert,12,8504,1,CTRL
eriksson,12,8504,1,CTRL
holland,12,8504,1,CTRL
ctr,12,8504,1,CTRL
azathioprine,12,8504,1,CTRL
idc,12,8504,1,CTRL
clinician,12,8504,1,CTRL
spacer,12,8504,1,CTRL
pope,12,8504,1,CTRL
marlene,12,8504,1,CTRL
sumner,12,8504,1,CTRL
pulley,12,8504,1,CTRL
enrollment,12,8504,1,CTRL
electric,12,8504,1,CTRL
snhl,12,8504,1,CTRL
lutas,12,8504,1,CTRL
verio,12,8504,1,CTRL
caloric,12,8504,1,CTRL
asbestos,12,8504,1,CTRL
novofine,12,8504,1,CTRL
dairy,12,8504,1,CTRL
granted,12,8504,1,CTRL
save,12,8504,1,CTRL
undifferentiated,12,8504,1,CTRL
lila,12,8504,1,CTRL
sedlak,12,8504,1,CTRL
sinonasal,12,8504,1,CTRL
hypercoagulable,12,8504,1,CTRL
bernard,12,8504,1,CTRL
bra,12,8504,1,CTRL
recurs,12,8504,1,CTRL
cll,12,8504,1,CTRL
vacation,12,8504,1,CTRL
butrans,12,8504,1,CTRL
harold,12,8504,1,CTRL
dymista,12,8504,1,CTRL
blockage,12,8504,1,CTRL
meniscal,12,8504,1,CTRL
redo,12,8504,1,CTRL
helix,12,8504,1,CTRL
kebberly,12,8504,1,CTRL
haire,12,8504,1,CTRL
eileen,12,8504,1,CTRL
quarter,12,8504,1,CTRL
rescue,12,8504,1,CTRL
isthmus,12,8504,1,CTRL
controls,12,8504,1,CTRL
fhx,12,8504,1,CTRL
kerry,12,8504,1,CTRL
paraesophageal,12,8504,1,CTRL
fsbg,12,8504,1,CTRL
optho,12,8504,1,CTRL
arteriosclerosis,12,8504,1,CTRL
fahr,12,8504,1,CTRL
diann,12,8504,1,CTRL
krywko,12,8504,1,CTRL
imported,12,8504,1,CTRL
teenager,12,8504,1,CTRL
abis,12,8504,1,CTRL
michele,12,8504,1,CTRL
youth,12,8504,1,CTRL
pyelogram,12,8504,1,CTRL
reminder,12,8504,1,CTRL
vibratory,12,8504,1,CTRL
darker,12,8504,1,CTRL
doi,12,8504,1,CTRL
lipomas,12,8504,1,CTRL
avastin,12,8504,1,CTRL
lymphoplasmacytic,12,8504,1,CTRL
bickerstaff,12,8504,1,CTRL
lozenges,12,8504,1,CTRL
refraction,12,8504,1,CTRL
regressed,12,8504,1,CTRL
subungual,12,8504,1,CTRL
goss,12,8504,1,CTRL
immunodeficiency,12,8504,1,CTRL
snellen,12,8504,1,CTRL
sugary,12,8504,1,CTRL
lyme,12,8504,1,CTRL
scribing,12,8504,1,CTRL
mms,12,8504,1,CTRL
ulcerated,12,8504,1,CTRL
toric,12,8504,1,CTRL
breathlessness,12,8504,1,CTRL
itches,12,8504,1,CTRL
nella,12,8504,1,CTRL
walsh,12,8504,1,CTRL
steadman,12,8504,1,CTRL
hvf,12,8504,1,CTRL
catalys,12,8504,1,CTRL
nuswab,12,8504,1,CTRL
aided,12,8504,1,CTRL
routed,12,8504,1,CTRL
stuhl,12,8504,1,CTRL
periodicity,12,8504,1,CTRL
horm,12,8504,1,CTRL
fabricated,12,8504,1,CTRL
inserts,12,8504,1,CTRL
erections,12,8504,1,CTRL
domm,12,8504,1,CTRL
mataosky,12,8504,1,CTRL
bromfed,12,8504,1,CTRL
leaked,12,8504,1,CTRL
hund,12,8504,1,CTRL
raley,12,8504,1,CTRL
wolfman,12,8504,1,CTRL
canthus,12,8504,1,CTRL
elms,12,8504,1,CTRL
jun,12,8504,1,CTRL
maze,12,8504,1,CTRL
mariaid,12,8504,1,CTRL
dextroamphetamine,12,8504,1,CTRL
tragus,12,8504,1,CTRL
leflunomide,12,8504,1,CTRL
paronychia,12,8504,1,CTRL
eloquis,12,8504,1,CTRL
lenalidomide,12,8504,1,CTRL
clonal,12,8504,1,CTRL
pailthorpe,12,8504,1,CTRL
laminotomy,12,8504,1,CTRL
ileitis,12,8504,1,CTRL
arikayce,12,8504,1,CTRL
lakeya,12,8504,1,CTRL
mccrea,12,8504,1,CTRL
beamon,12,8504,1,CTRL
presley,12,8504,1,CTRL
ssv,12,8504,1,CTRL
sialodochoplasty,12,8504,1,CTRL
relieving,11,8874,1,CTRL
oak,11,8874,1,CTRL
accept,11,8874,1,CTRL
nihss,11,8874,1,CTRL
introduced,11,8874,1,CTRL
bifurcation,11,8874,1,CTRL
brainstem,11,8874,1,CTRL
windows,11,8874,1,CTRL
dex,11,8874,1,CTRL
sensorimotor,11,8874,1,CTRL
adnexal,11,8874,1,CTRL
cns,11,8874,1,CTRL
coordinate,11,8874,1,CTRL
item,11,8874,1,CTRL
cueing,11,8874,1,CTRL
picture,11,8874,1,CTRL
president,11,8874,1,CTRL
visited,11,8874,1,CTRL
consume,11,8874,1,CTRL
slept,11,8874,1,CTRL
scm,11,8874,1,CTRL
nuclei,11,8874,1,CTRL
un,11,8874,1,CTRL
crossing,11,8874,1,CTRL
intubated,11,8874,1,CTRL
rflx,11,8874,1,CTRL
counts,11,8874,1,CTRL
stored,11,8874,1,CTRL
tommy,11,8874,1,CTRL
slippers,11,8874,1,CTRL
alvin,11,8874,1,CTRL
consumed,11,8874,1,CTRL
hungry,11,8874,1,CTRL
eaten,11,8874,1,CTRL
dysphonic,11,8874,1,CTRL
repetition,11,8874,1,CTRL
consistencies,11,8874,1,CTRL
phs,11,8874,1,CTRL
vm,11,8874,1,CTRL
processing,11,8874,1,CTRL
vaccinated,11,8874,1,CTRL
torsemide,11,8874,1,CTRL
belt,11,8874,1,CTRL
demonstration,11,8874,1,CTRL
nodal,11,8874,1,CTRL
impending,11,8874,1,CTRL
philip,11,8874,1,CTRL
dehydrated,11,8874,1,CTRL
qday,11,8874,1,CTRL
ventilator,11,8874,1,CTRL
piperacillin,11,8874,1,CTRL
tazobactam,11,8874,1,CTRL
pursuing,11,8874,1,CTRL
reticulocyte,11,8874,1,CTRL
achs,11,8874,1,CTRL
interp,11,8874,1,CTRL
container,11,8874,1,CTRL
totally,11,8874,1,CTRL
nonproductive,11,8874,1,CTRL
hay,11,8874,1,CTRL
gary,11,8874,1,CTRL
forgotten,11,8874,1,CTRL
restroom,11,8874,1,CTRL
chemicals,11,8874,1,CTRL
nitrates,11,8874,1,CTRL
urcult,11,8874,1,CTRL
los,11,8874,1,CTRL
bills,11,8874,1,CTRL
candidacy,11,8874,1,CTRL
reformations,11,8874,1,CTRL
hypertonic,11,8874,1,CTRL
alex,11,8874,1,CTRL
utilize,11,8874,1,CTRL
lpf,11,8874,1,CTRL
radimetrics,11,8874,1,CTRL
ctdivol,11,8874,1,CTRL
loved,11,8874,1,CTRL
uneventful,11,8874,1,CTRL
glycolax,11,8874,1,CTRL
wade,11,8874,1,CTRL
stokes,11,8874,1,CTRL
pharyngoesophageal,11,8874,1,CTRL
anticipation,11,8874,1,CTRL
resultant,11,8874,1,CTRL
purchase,11,8874,1,CTRL
caring,11,8874,1,CTRL
sally,11,8874,1,CTRL
arising,11,8874,1,CTRL
dale,11,8874,1,CTRL
indeed,11,8874,1,CTRL
brenda,11,8874,1,CTRL
weed,11,8874,1,CTRL
institution,11,8874,1,CTRL
escherichia,11,8874,1,CTRL
anesthesiology,11,8874,1,CTRL
kate,11,8874,1,CTRL
schultz,11,8874,1,CTRL
denial,11,8874,1,CTRL
padding,11,8874,1,CTRL
spend,11,8874,1,CTRL
hallway,11,8874,1,CTRL
aortoiliac,11,8874,1,CTRL
neuropsych,11,8874,1,CTRL
fluocinonide,11,8874,1,CTRL
waccamaw,11,8874,1,CTRL
carries,11,8874,1,CTRL
hypomagnesemia,11,8874,1,CTRL
acne,11,8874,1,CTRL
lloyd,11,8874,1,CTRL
locations,11,8874,1,CTRL
incis,11,8874,1,CTRL
armstrong,11,8874,1,CTRL
soln,11,8874,1,CTRL
approximated,11,8874,1,CTRL
atp,11,8874,1,CTRL
ancillary,11,8874,1,CTRL
razick,11,8874,1,CTRL
jerk,11,8874,1,CTRL
jejunum,11,8874,1,CTRL
discarded,11,8874,1,CTRL
infrequent,11,8874,1,CTRL
sons,11,8874,1,CTRL
describing,11,8874,1,CTRL
spends,11,8874,1,CTRL
brings,11,8874,1,CTRL
seth,11,8874,1,CTRL
bloodwork,11,8874,1,CTRL
capable,11,8874,1,CTRL
approaches,11,8874,1,CTRL
hcpoa,11,8874,1,CTRL
propion,11,8874,1,CTRL
sandra,11,8874,1,CTRL
parking,11,8874,1,CTRL
hook,11,8874,1,CTRL
specificity,11,8874,1,CTRL
ounces,11,8874,1,CTRL
truck,11,8874,1,CTRL
enterococcus,11,8874,1,CTRL
ilium,11,8874,1,CTRL
appropriateness,11,8874,1,CTRL
fresh,11,8874,1,CTRL
title,11,8874,1,CTRL
routing,11,8874,1,CTRL
muscp,11,8874,1,CTRL
dyskinesias,11,8874,1,CTRL
gangrene,11,8874,1,CTRL
labor,11,8874,1,CTRL
avapro,11,8874,1,CTRL
christian,11,8874,1,CTRL
claims,11,8874,1,CTRL
fb,11,8874,1,CTRL
protamine,11,8874,1,CTRL
seal,11,8874,1,CTRL
meningiomas,11,8874,1,CTRL
discrepancies,11,8874,1,CTRL
prealbumin,11,8874,1,CTRL
nsqip,11,8874,1,CTRL
suzanne,11,8874,1,CTRL
leddy,11,8874,1,CTRL
blank,11,8874,1,CTRL
pb,11,8874,1,CTRL
interesting,11,8874,1,CTRL
deposition,11,8874,1,CTRL
carter,11,8874,1,CTRL
euthyroid,11,8874,1,CTRL
hbg,11,8874,1,CTRL
risperidone,11,8874,1,CTRL
overactivity,11,8874,1,CTRL
contraindication,11,8874,1,CTRL
carbon,11,8874,1,CTRL
ossama,11,8874,1,CTRL
intertrigo,11,8874,1,CTRL
unhappy,11,8874,1,CTRL
pee,11,8874,1,CTRL
college,11,8874,1,CTRL
bromide,11,8874,1,CTRL
delusional,11,8874,1,CTRL
repan,11,8874,1,CTRL
rll,11,8874,1,CTRL
fay,11,8874,1,CTRL
autologous,11,8874,1,CTRL
kumar,11,8874,1,CTRL
twisting,11,8874,1,CTRL
characteristic,11,8874,1,CTRL
javier,11,8874,1,CTRL
northeast,11,8874,1,CTRL
psychotherapy,11,8874,1,CTRL
establishing,11,8874,1,CTRL
chastain,11,8874,1,CTRL
gluf,11,8874,1,CTRL
brow,11,8874,1,CTRL
stoma,11,8874,1,CTRL
peripherally,11,8874,1,CTRL
paresis,11,8874,1,CTRL
ing,11,8874,1,CTRL
rpe,11,8874,1,CTRL
gsc,11,8874,1,CTRL
inclusion,11,8874,1,CTRL
pht,11,8874,1,CTRL
ts,11,8874,1,CTRL
mirror,11,8874,1,CTRL
ctrc,11,8874,1,CTRL
ebv,11,8874,1,CTRL
intentional,11,8874,1,CTRL
warr,11,8874,1,CTRL
mildred,11,8874,1,CTRL
wam,11,8874,1,CTRL
contacting,11,8874,1,CTRL
resisted,11,8874,1,CTRL
felodipine,11,8874,1,CTRL
adventitious,11,8874,1,CTRL
jablon,11,8874,1,CTRL
orbit,11,8874,1,CTRL
ultrasonic,11,8874,1,CTRL
capsulotomy,11,8874,1,CTRL
crusting,11,8874,1,CTRL
knot,11,8874,1,CTRL
voicing,11,8874,1,CTRL
summarized,11,8874,1,CTRL
fries,11,8874,1,CTRL
cole,11,8874,1,CTRL
brock,11,8874,1,CTRL
squat,11,8874,1,CTRL
tony,11,8874,1,CTRL
othr,11,8874,1,CTRL
kids,11,8874,1,CTRL
crispin,11,8874,1,CTRL
cheese,11,8874,1,CTRL
buprenorphine,11,8874,1,CTRL
cpc,11,8874,1,CTRL
kindly,11,8874,1,CTRL
iiib,11,8874,1,CTRL
gatorade,11,8874,1,CTRL
sle,11,8874,1,CTRL
santiago,11,8874,1,CTRL
tca,11,8874,1,CTRL
postponed,11,8874,1,CTRL
pork,11,8874,1,CTRL
absolutely,11,8874,1,CTRL
fioricet,11,8874,1,CTRL
sternocleidomastoid,11,8874,1,CTRL
mesorectal,11,8874,1,CTRL
awhile,11,8874,1,CTRL
enteritis,11,8874,1,CTRL
doxepin,11,8874,1,CTRL
congested,11,8874,1,CTRL
vaporization,11,8874,1,CTRL
elvis,11,8874,1,CTRL
plaza,11,8874,1,CTRL
durezol,11,8874,1,CTRL
glycosylated,11,8874,1,CTRL
agonist,11,8874,1,CTRL
alcoholism,11,8874,1,CTRL
breathe,11,8874,1,CTRL
belching,11,8874,1,CTRL
ritonavir,11,8874,1,CTRL
relay,11,8874,1,CTRL
veggies,11,8874,1,CTRL
bpad,11,8874,1,CTRL
epipen,11,8874,1,CTRL
tretinoin,11,8874,1,CTRL
counselor,11,8874,1,CTRL
otic,11,8874,1,CTRL
build,11,8874,1,CTRL
melanotic,11,8874,1,CTRL
conferencing,11,8874,1,CTRL
wiggins,11,8874,1,CTRL
restaurant,11,8874,1,CTRL
tonsilectomy,11,8874,1,CTRL
vacuum,11,8874,1,CTRL
building,11,8874,1,CTRL
extracts,11,8874,1,CTRL
nasally,11,8874,1,CTRL
lynch,11,8874,1,CTRL
vasculitis,11,8874,1,CTRL
dash,11,8874,1,CTRL
emla,11,8874,1,CTRL
bunion,11,8874,1,CTRL
hello,11,8874,1,CTRL
spider,11,8874,1,CTRL
pharmacologic,11,8874,1,CTRL
wong,11,8874,1,CTRL
tennis,11,8874,1,CTRL
myelopathic,11,8874,1,CTRL
inhalational,11,8874,1,CTRL
consisting,11,8874,1,CTRL
doretha,11,8874,1,CTRL
viswanathan,11,8874,1,CTRL
amended,11,8874,1,CTRL
anes,11,8874,1,CTRL
gertrude,11,8874,1,CTRL
gillespie,11,8874,1,CTRL
chemosis,11,8874,1,CTRL
tripping,11,8874,1,CTRL
intraoperatively,11,8874,1,CTRL
angiotensin,11,8874,1,CTRL
suppurative,11,8874,1,CTRL
winterfield,11,8874,1,CTRL
parallel,11,8874,1,CTRL
berry,11,8874,1,CTRL
provocative,11,8874,1,CTRL
pros,11,8874,1,CTRL
mbb,11,8874,1,CTRL
beatrice,11,8874,1,CTRL
dyspigmentation,11,8874,1,CTRL
glare,11,8874,1,CTRL
lymphoproliferative,11,8874,1,CTRL
sauls,11,8874,1,CTRL
regime,11,8874,1,CTRL
rochelle,11,8874,1,CTRL
brittle,11,8874,1,CTRL
ptnm,11,8874,1,CTRL
aimed,11,8874,1,CTRL
bathrooms,11,8874,1,CTRL
evoked,11,8874,1,CTRL
audiometry,11,8874,1,CTRL
curtain,11,8874,1,CTRL
conduit,11,8874,1,CTRL
testis,11,8874,1,CTRL
thermal,11,8874,1,CTRL
suspects,11,8874,1,CTRL
leukoplakia,11,8874,1,CTRL
chadrick,11,8874,1,CTRL
datalogs,11,8874,1,CTRL
paces,11,8874,1,CTRL
antihyperlipidemic,11,8874,1,CTRL
rent,11,8874,1,CTRL
hills,11,8874,1,CTRL
forteo,11,8874,1,CTRL
pdt,11,8874,1,CTRL
igp,11,8874,1,CTRL
aptima,11,8874,1,CTRL
rfx,11,8874,1,CTRL
abdominoperineal,11,8874,1,CTRL
renewed,11,8874,1,CTRL
rnfl,11,8874,1,CTRL
macpherson,11,8874,1,CTRL
tics,11,8874,1,CTRL
aryepiglottic,11,8874,1,CTRL
soma,11,8874,1,CTRL
glom,11,8874,1,CTRL
filt,11,8874,1,CTRL
mallet,11,8874,1,CTRL
periampullary,11,8874,1,CTRL
anaplastic,11,8874,1,CTRL
trimming,11,8874,1,CTRL
vicodin,11,8874,1,CTRL
tonsil,11,8874,1,CTRL
debilitating,11,8874,1,CTRL
avnrt,11,8874,1,CTRL
papilloma,11,8874,1,CTRL
lgsil,11,8874,1,CTRL
zimmon,11,8874,1,CTRL
curnell,11,8874,1,CTRL
adderall,11,8874,1,CTRL
ribavirin,11,8874,1,CTRL
qod,11,8874,1,CTRL
buffaloe,11,8874,1,CTRL
peutz,11,8874,1,CTRL
betz,11,8874,1,CTRL
grabin,11,8874,1,CTRL
amikin,11,8874,1,CTRL
hopper,11,8874,1,CTRL
reticulum,11,8874,1,CTRL
rosie,11,8874,1,CTRL
charpia,11,8874,1,CTRL
astrazeneca,11,8874,1,CTRL
provenge,11,8874,1,CTRL
abirterone,11,8874,1,CTRL
olaparib,11,8874,1,CTRL
mmse,10,9244,1,CTRL
holds,10,9244,1,CTRL
fio,10,9244,1,CTRL
emboli,10,9244,1,CTRL
puncture,10,9244,1,CTRL
hypoattenuation,10,9244,1,CTRL
territory,10,9244,1,CTRL
staples,10,9244,1,CTRL
hypoxemia,10,9244,1,CTRL
katie,10,9244,1,CTRL
patinet,10,9244,1,CTRL
hypodense,10,9244,1,CTRL
assume,10,9244,1,CTRL
tray,10,9244,1,CTRL
simon,10,9244,1,CTRL
prns,10,9244,1,CTRL
commercial,10,9244,1,CTRL
fletcher,10,9244,1,CTRL
discussions,10,9244,1,CTRL
prompting,10,9244,1,CTRL
porcine,10,9244,1,CTRL
poirier,10,9244,1,CTRL
sensipar,10,9244,1,CTRL
replacing,10,9244,1,CTRL
nonadherence,10,9244,1,CTRL
hhpt,10,9244,1,CTRL
trileaflet,10,9244,1,CTRL
imaged,10,9244,1,CTRL
individualized,10,9244,1,CTRL
fears,10,9244,1,CTRL
nonskid,10,9244,1,CTRL
antonio,10,9244,1,CTRL
command,10,9244,1,CTRL
edentulous,10,9244,1,CTRL
instrumental,10,9244,1,CTRL
alf,10,9244,1,CTRL
rhn,10,9244,1,CTRL
telemedicine,10,9244,1,CTRL
county,10,9244,1,CTRL
actions,10,9244,1,CTRL
modifiable,10,9244,1,CTRL
struck,10,9244,1,CTRL
parotidectomy,10,9244,1,CTRL
cisterns,10,9244,1,CTRL
refusing,10,9244,1,CTRL
obv,10,9244,1,CTRL
benzodiazepines,10,9244,1,CTRL
cannabinoids,10,9244,1,CTRL
imm,10,9244,1,CTRL
sleepy,10,9244,1,CTRL
exit,10,9244,1,CTRL
repetitions,10,9244,1,CTRL
quads,10,9244,1,CTRL
assisting,10,9244,1,CTRL
belongings,10,9244,1,CTRL
listening,10,9244,1,CTRL
committed,10,9244,1,CTRL
retained,10,9244,1,CTRL
vp,10,9244,1,CTRL
dosages,10,9244,1,CTRL
titrate,10,9244,1,CTRL
personnel,10,9244,1,CTRL
refers,10,9244,1,CTRL
catherine,10,9244,1,CTRL
rami,10,9244,1,CTRL
gene,10,9244,1,CTRL
sole,10,9244,1,CTRL
epidemiological,10,9244,1,CTRL
individuals,10,9244,1,CTRL
offers,10,9244,1,CTRL
anusol,10,9244,1,CTRL
johns,10,9244,1,CTRL
likes,10,9244,1,CTRL
immobility,10,9244,1,CTRL
arises,10,9244,1,CTRL
engage,10,9244,1,CTRL
reinforcement,10,9244,1,CTRL
anemic,10,9244,1,CTRL
multifactorial,10,9244,1,CTRL
adamant,10,9244,1,CTRL
vertex,10,9244,1,CTRL
urinal,10,9244,1,CTRL
olivia,10,9244,1,CTRL
nsg,10,9244,1,CTRL
pillows,10,9244,1,CTRL
perineal,10,9244,1,CTRL
decades,10,9244,1,CTRL
plays,10,9244,1,CTRL
jet,10,9244,1,CTRL
dopplers,10,9244,1,CTRL
stride,10,9244,1,CTRL
classic,10,9244,1,CTRL
cephalic,10,9244,1,CTRL
bloodcult,10,9244,1,CTRL
solu,10,9244,1,CTRL
bradycardic,10,9244,1,CTRL
permission,10,9244,1,CTRL
ect,10,9244,1,CTRL
kayla,10,9244,1,CTRL
advisor,10,9244,1,CTRL
supporting,10,9244,1,CTRL
nelson,10,9244,1,CTRL
myelodysplastic,10,9244,1,CTRL
stacy,10,9244,1,CTRL
stronger,10,9244,1,CTRL
burt,10,9244,1,CTRL
prochlorperazine,10,9244,1,CTRL
wise,10,9244,1,CTRL
itchiness,10,9244,1,CTRL
prenatal,10,9244,1,CTRL
respectively,10,9244,1,CTRL
aborted,10,9244,1,CTRL
cassini,10,9244,1,CTRL
sentence,10,9244,1,CTRL
spiegel,10,9244,1,CTRL
picc,10,9244,1,CTRL
rechecking,10,9244,1,CTRL
brooke,10,9244,1,CTRL
examine,10,9244,1,CTRL
denying,10,9244,1,CTRL
crisis,10,9244,1,CTRL
deviations,10,9244,1,CTRL
pneumoniae,10,9244,1,CTRL
phys,10,9244,1,CTRL
hosp,10,9244,1,CTRL
sevelamer,10,9244,1,CTRL
pieces,10,9244,1,CTRL
midlands,10,9244,1,CTRL
emailed,10,9244,1,CTRL
palms,10,9244,1,CTRL
elevations,10,9244,1,CTRL
showering,10,9244,1,CTRL
dead,10,9244,1,CTRL
variation,10,9244,1,CTRL
pw,10,9244,1,CTRL
lacey,10,9244,1,CTRL
ssh,10,9244,1,CTRL
kerley,10,9244,1,CTRL
tinged,10,9244,1,CTRL
haldol,10,9244,1,CTRL
rim,10,9244,1,CTRL
waring,10,9244,1,CTRL
confirmation,10,9244,1,CTRL
ileus,10,9244,1,CTRL
neurocritical,10,9244,1,CTRL
zero,10,9244,1,CTRL
fascia,10,9244,1,CTRL
sorbitol,10,9244,1,CTRL
drawing,10,9244,1,CTRL
saccades,10,9244,1,CTRL
karl,10,9244,1,CTRL
bus,10,9244,1,CTRL
coag,10,9244,1,CTRL
rachel,10,9244,1,CTRL
diastole,10,9244,1,CTRL
weakly,10,9244,1,CTRL
arts,10,9244,1,CTRL
betapace,10,9244,1,CTRL
dil,10,9244,1,CTRL
deficient,10,9244,1,CTRL
elicited,10,9244,1,CTRL
contralateral,10,9244,1,CTRL
ser,10,9244,1,CTRL
tentatively,10,9244,1,CTRL
compensation,10,9244,1,CTRL
sorry,10,9244,1,CTRL
showers,10,9244,1,CTRL
dinitrate,10,9244,1,CTRL
isordil,10,9244,1,CTRL
bridging,10,9244,1,CTRL
phenol,10,9244,1,CTRL
tiffany,10,9244,1,CTRL
mwt,10,9244,1,CTRL
tolerable,10,9244,1,CTRL
collect,10,9244,1,CTRL
memorial,10,9244,1,CTRL
versed,10,9244,1,CTRL
focality,10,9244,1,CTRL
mx,10,9244,1,CTRL
terri,10,9244,1,CTRL
leuk,10,9244,1,CTRL
ringer,10,9244,1,CTRL
hindfoot,10,9244,1,CTRL
ranexa,10,9244,1,CTRL
dmii,10,9244,1,CTRL
undermining,10,9244,1,CTRL
pl,10,9244,1,CTRL
gamma,10,9244,1,CTRL
akbar,10,9244,1,CTRL
erp,10,9244,1,CTRL
ltc,10,9244,1,CTRL
fitted,10,9244,1,CTRL
roy,10,9244,1,CTRL
suctioned,10,9244,1,CTRL
stages,10,9244,1,CTRL
epiglottic,10,9244,1,CTRL
facsimile,10,9244,1,CTRL
destruction,10,9244,1,CTRL
ideally,10,9244,1,CTRL
rubber,10,9244,1,CTRL
westergren,10,9244,1,CTRL
riskcalculator,10,9244,1,CTRL
cement,10,9244,1,CTRL
intraop,10,9244,1,CTRL
antiarrhythmic,10,9244,1,CTRL
contours,10,9244,1,CTRL
brennan,10,9244,1,CTRL
longest,10,9244,1,CTRL
metastases,10,9244,1,CTRL
heather,10,9244,1,CTRL
laminec,10,9244,1,CTRL
facetect,10,9244,1,CTRL
foramin,10,9244,1,CTRL
cannabis,10,9244,1,CTRL
su,10,9244,1,CTRL
lillian,10,9244,1,CTRL
disruption,10,9244,1,CTRL
wallace,10,9244,1,CTRL
acetabulum,10,9244,1,CTRL
tophus,10,9244,1,CTRL
leaks,10,9244,1,CTRL
sb,10,9244,1,CTRL
inferolateral,10,9244,1,CTRL
pcwp,10,9244,1,CTRL
robbie,10,9244,1,CTRL
example,10,9244,1,CTRL
normodyne,10,9244,1,CTRL
tlc,10,9244,1,CTRL
obtuse,10,9244,1,CTRL
rpvi,10,9244,1,CTRL
enjoy,10,9244,1,CTRL
autodiff,10,9244,1,CTRL
informing,10,9244,1,CTRL
intercostal,10,9244,1,CTRL
oxymetazoline,10,9244,1,CTRL
regardless,10,9244,1,CTRL
nigro,10,9244,1,CTRL
everywhere,10,9244,1,CTRL
adalat,10,9244,1,CTRL
maintains,10,9244,1,CTRL
identifiable,10,9244,1,CTRL
kinase,10,9244,1,CTRL
vg,10,9244,1,CTRL
tiredness,10,9244,1,CTRL
mysoline,10,9244,1,CTRL
surgeons,10,9244,1,CTRL
lock,10,9244,1,CTRL
pedicle,10,9244,1,CTRL
spect,10,9244,1,CTRL
sampled,10,9244,1,CTRL
nonobstructing,10,9244,1,CTRL
goose,10,9244,1,CTRL
aiken,10,9244,1,CTRL
metal,10,9244,1,CTRL
traffic,10,9244,1,CTRL
pyridium,10,9244,1,CTRL
carl,10,9244,1,CTRL
mica,10,9244,1,CTRL
palpate,10,9244,1,CTRL
play,10,9244,1,CTRL
pel,10,9244,1,CTRL
adrenals,10,9244,1,CTRL
scanning,10,9244,1,CTRL
contributions,10,9244,1,CTRL
baylor,10,9244,1,CTRL
malrotation,10,9244,1,CTRL
jared,10,9244,1,CTRL
tendinopathy,10,9244,1,CTRL
supraspinatus,10,9244,1,CTRL
shelby,10,9244,1,CTRL
mdck,10,9244,1,CTRL
holiday,10,9244,1,CTRL
blister,10,9244,1,CTRL
bowing,10,9244,1,CTRL
inclusive,10,9244,1,CTRL
tanya,10,9244,1,CTRL
excedrin,10,9244,1,CTRL
lubiprostone,10,9244,1,CTRL
adhesion,10,9244,1,CTRL
proton,10,9244,1,CTRL
phlebotomy,10,9244,1,CTRL
maryland,10,9244,1,CTRL
departments,10,9244,1,CTRL
nicoderm,10,9244,1,CTRL
cq,10,9244,1,CTRL
unaccompanied,10,9244,1,CTRL
nos,10,9244,1,CTRL
restaging,10,9244,1,CTRL
