feature,chi2,p,n_target,n_reference,p_value,p_adjusted,significant
uloric,-13.89156773580009,1.9366539420029305e-4,1,14,1,1,FALSE
vallecula,-13.89156773580009,1.9366539420029305e-4,1,14,1,1,FALSE
vimalkumar,-13.89156773580009,1.9366539420029305e-4,1,14,1,1,FALSE
zeke,-13.89156773580009,1.9366539420029305e-4,1,14,1,1,FALSE
cycles,-13.892636358598471,1.9355531154552352e-4,15,37,1,1,FALSE
nash,-13.892636358598471,1.9355531154552352e-4,15,37,1,1,FALSE
chads,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
cruz,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
cytomel,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
dir,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
fdg,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
glottic,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
hypoechoic,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
inaccurate,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
lotemax,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
myositis,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
pcv,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
pigmentation,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
staley,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
valtrex,-13.91713134595035,1.910492046861556e-4,4,20,1,1,FALSE
elavil,-13.927901027406875,1.8995771738006262e-4,36,64,1,1,FALSE
ocular,-13.9633120558216,1.8641296019483722e-4,53,84,1,1,FALSE
valsartan,-13.999091566145394,1.828989783260182e-4,91,126,1,1,FALSE
pure,-14.004060018204658,1.8241632057069967e-4,27,53,1,1,FALSE
trigeminal,-14.004060018204658,1.8241632057069967e-4,27,53,1,1,FALSE
uterine,-14.004060018204658,1.8241632057069967e-4,27,53,1,1,FALSE
george,-14.016979996263851,1.8116721304406447e-4,46,76,1,1,FALSE
confirm,-14.03511139181469,1.794287787862947e-4,90,125,1,1,FALSE
rub,-14.048124799352072,1.7819142247743613e-4,184,222,1,1,FALSE
declines,-14.053589477,1.7767438919380485e-4,20,44,1,1,FALSE
flare,-14.053589477,1.7767438919380485e-4,20,44,1,1,FALSE
y,-14.070195772179606,1.7611246055371232e-4,172,210,1,1,FALSE
laboratory,-14.07271793801177,1.7587644741900998e-4,207,245,1,1,FALSE
recipient,-14.092574185232506,1.7402947916245193e-4,17,40,1,1,FALSE
chek,-14.098831837935263,0.00017345146918057441,23,48,1,1,FALSE
finds,-14.119559618731067,1.7155064885232552e-4,10,30,1,1,FALSE
rodney,-14.119559618731067,1.7155064885232552e-4,10,30,1,1,FALSE
organ,-14.144802267430359,1.6926410451056917e-4,58,90,1,1,FALSE
boot,-14.145021027956778,1.6924442336518908e-4,12,33,1,1,FALSE
consumption,-14.145021027956778,1.6924442336518908e-4,12,33,1,1,FALSE
hepatomegaly,-14.145021027956778,1.6924442336518908e-4,12,33,1,1,FALSE
store,-14.145021027956778,1.6924442336518908e-4,12,33,1,1,FALSE
www,-14.145021027956778,1.6924442336518908e-4,12,33,1,1,FALSE
bike,-14.16469803626752,1.674835436734634e-4,5,22,1,1,FALSE
bulging,-14.16469803626752,1.674835436734634e-4,5,22,1,1,FALSE
dye,-14.16469803626752,1.674835436734634e-4,5,22,1,1,FALSE
hysteroscopy,-14.16469803626752,1.674835436734634e-4,5,22,1,1,FALSE
insertions,-14.16469803626752,1.674835436734634e-4,5,22,1,1,FALSE
roughly,-14.16469803626752,1.674835436734634e-4,5,22,1,1,FALSE
differentiated,-14.209352553274368,1.6355558583636132e-4,8,27,1,1,FALSE
wellbutrin,-14.223460764963605,1.6233396994791427e-4,34,62,1,1,FALSE
implantable,-14.251160785623622,1.599621187847733e-4,14,36,1,1,FALSE
female,-14.327266526765829,1.5362356390924425e-4,2190,2047,1,1,FALSE
practitioner,-14.339210382113388,1.5265202544756384e-4,22,47,1,1,FALSE
atrophic,-14.350972057618012,1.5170135204256585e-4,43,73,1,1,FALSE
third,-14.350972057618012,1.5170135204256585e-4,43,73,1,1,FALSE
peter,-14.35876288969437,1.5107491884269741e-4,29,56,1,1,FALSE
xanax,-14.384949292515717,1.4898839110943918e-4,94,130,1,1,FALSE
july,-14.386512323346642,1.4886477077780125e-4,110,147,1,1,FALSE
gradient,-14.397873701021837,1.4796929623250854e-4,71,105,1,1,FALSE
doctors,-14.415975985615189,1.4655371258154304e-4,16,39,1,1,FALSE
sample,-14.418690253843264,1.4634263782742352e-4,25,51,1,1,FALSE
aided,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
arikayce,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
avastin,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
beamon,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
bickerstaff,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
breathlessness,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
bromfed,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
canthus,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
catalys,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
clonal,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
darker,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
dextroamphetamine,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
doi,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
domm,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
elms,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
eloquis,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
erections,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
fabricated,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
goss,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
horm,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
hund,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
hvf,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
ileitis,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
immunodeficiency,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
inserts,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
itches,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
jun,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
lakeya,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
laminotomy,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
leaked,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
leflunomide,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
lenalidomide,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
lipomas,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
lozenges,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
lyme,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
lymphoplasmacytic,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
mariaid,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
mataosky,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
maze,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
mccrea,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
mms,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
nella,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
nuswab,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
pailthorpe,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
paronychia,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
periodicity,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
presley,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
raley,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
refraction,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
regressed,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
routed,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
scribing,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
sialodochoplasty,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
snellen,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
ssv,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
steadman,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
stuhl,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
subungual,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
sugary,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
toric,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
tragus,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
ulcerated,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
walsh,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
wolfman,-14.42089691727191,1.4617126250904278e-4,0,12,1,1,FALSE
distention,-14.457158645359037,1.4338384900247636e-4,92,128,1,1,FALSE
amlodipine,-14.462963493430719,1.4294263054659417e-4,564,587,1,1,FALSE
62,-14.463252923956652,1.429206671482719e-4,219,258,1,1,FALSE
treatments,-14.464110252566863,1.4285562881399816e-4,107,144,1,1,FALSE
sling,-14.465929349246125,1.4271772787999293e-4,37,66,1,1,FALSE
bee,-14.472026490468947,1.4225649638799354e-4,6,24,1,1,FALSE
gastro,-14.472026490468947,1.4225649638799354e-4,6,24,1,1,FALSE
iris,-14.472026490468947,1.4225649638799354e-4,6,24,1,1,FALSE
judith,-14.472026490468947,1.4225649638799354e-4,6,24,1,1,FALSE
quantity,-14.472026490468947,1.4225649638799354e-4,6,24,1,1,FALSE
rohan,-14.472026490468947,1.4225649638799354e-4,6,24,1,1,FALSE
turbt,-14.472026490468947,1.4225649638799354e-4,6,24,1,1,FALSE
wolf,-14.472026490468947,1.4225649638799354e-4,6,24,1,1,FALSE
systemic,-14.533297153421211,1.3770404463908648e-4,90,126,1,1,FALSE
gotten,-14.550238411902244,1.3647138301686734e-4,28,55,1,1,FALSE
facs,-14.587758869627589,1.3378076022352303e-4,11,32,1,1,FALSE
pvc,-14.587758869627589,1.3378076022352303e-4,11,32,1,1,FALSE
ttl,-14.587758869627589,1.3378076022352303e-4,11,32,1,1,FALSE
miscellaneous,-14.594950995225211,1.33271139216129e-4,21,46,1,1,FALSE
affecting,-14.612045930381857,1.3206765280404653e-4,36,65,1,1,FALSE
relates,-14.63339633128186,1.3057993409137936e-4,9,29,1,1,FALSE
tammy,-14.63339633128186,1.3057993409137936e-4,9,29,1,1,FALSE
terazosin,-14.63339633128186,1.3057993409137936e-4,9,29,1,1,FALSE
wait,-14.644187918412216,1.2983439563374333e-4,24,50,1,1,FALSE
wears,-14.763220626265559,1.2188987149541752e-4,45,76,1,1,FALSE
emphysema,-14.78091670183402,1.2075131641475778e-4,65,99,1,1,FALSE
chew,-14.79284400259351,1.1998996628570513e-4,189,229,1,1,FALSE
tongue,-14.821205914529717,1.181989017704499e-4,385,420,1,1,FALSE
curettage,-14.822818259578483,1.180978938439825e-4,7,26,1,1,FALSE
enmt,-14.822818259578483,1.180978938439825e-4,7,26,1,1,FALSE
expired,-14.822818259578483,1.180978938439825e-4,7,26,1,1,FALSE
fexofenadine,-14.822818259578483,1.180978938439825e-4,7,26,1,1,FALSE
dexcom,-14.875371985904833,1.1485272052191853e-4,2,17,1,1,FALSE
fugax,-14.875371985904833,1.1485272052191853e-4,2,17,1,1,FALSE
hydrin,-14.875371985904833,1.1485272052191853e-4,2,17,1,1,FALSE
immunohistochemical,-14.875371985904833,1.1485272052191853e-4,2,17,1,1,FALSE
lasts,-14.875371985904833,1.1485272052191853e-4,2,17,1,1,FALSE
manifestations,-14.875371985904833,1.1485272052191853e-4,2,17,1,1,FALSE
nevus,-14.875371985904833,1.1485272052191853e-4,2,17,1,1,FALSE
overhead,-14.875371985904833,1.1485272052191853e-4,2,17,1,1,FALSE
adsorbed,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
apt,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
avid,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
dna,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
glaser,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
ileal,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
kho,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
mp,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
nutaitis,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
overdue,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
photo,-14.878103622390448,1.1468651839141586e-4,3,19,1,1,FALSE
scripts,-14.883154134328183,1.1437986522533361e-4,23,49,1,1,FALSE
instruction,-14.924450650538562,1.1190321757015287e-4,34,63,1,1,FALSE
pfizer,-14.924450650538562,1.1190321757015287e-4,34,63,1,1,FALSE
rupture,-14.941699558747015,1.1088480784327004e-4,17,41,1,1,FALSE
symmetry,-14.941699558747015,1.1088480784327004e-4,17,41,1,1,FALSE
calcium,-14.973911702115014,1.0900784831724408e-4,1429,1376,1,1,FALSE
target,-14.989648841557278,1.0810252609338988e-4,55,88,1,1,FALSE
cipro,-15.003172433202003,1.073305920276102e-4,43,74,1,1,FALSE
top,-15.004431376154935,1.0725901374453173e-4,38,68,1,1,FALSE
caught,-15.011309416305826,1.0686880424903844e-4,4,21,1,1,FALSE
expensive,-15.011309416305826,1.0686880424903844e-4,4,21,1,1,FALSE
toxoids,-15.011309416305826,1.0686880424903844e-4,4,21,1,1,FALSE
warrant,-15.011309416305826,1.0686880424903844e-4,4,21,1,1,FALSE
westcort,-15.011309416305826,1.0686880424903844e-4,4,21,1,1,FALSE
xylocaine,-15.011309416305826,1.0686880424903844e-4,4,21,1,1,FALSE
barrett,-15.066155735270659,1.0380791056718852e-4,12,34,1,1,FALSE
born,-15.066155735270659,1.0380791056718852e-4,12,34,1,1,FALSE
daniels,-15.066155735270659,1.0380791056718852e-4,12,34,1,1,FALSE
mometasone,-15.066155735270659,1.0380791056718852e-4,12,34,1,1,FALSE
pmi,-15.066155735270659,1.0380791056718852e-4,12,34,1,1,FALSE
carroll,-15.075342885186089,1.0330388536572421e-4,10,31,1,1,FALSE
inhalers,-15.075342885186089,1.0330388536572421e-4,10,31,1,1,FALSE
mac,-15.075342885186089,1.0330388536572421e-4,10,31,1,1,FALSE
walgreens,-15.075342885186089,1.0330388536572421e-4,10,31,1,1,FALSE
axillo,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
bronchodilator,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
callers,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
chop,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
epididymis,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
forwarded,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
investigations,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
levator,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
lobular,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
maneuvers,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
navicular,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
neuroma,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
okatie,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
progesterone,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
renew,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
slctv,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
society,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
sought,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
thirty,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
virtually,-15.076505779234699,1.0324026255181806e-4,1,15,1,1,FALSE
consideration,-15.130291630731021,1.0034028654215543e-4,42,73,1,1,FALSE
arthropathy,-15.136743347460246,9.999798089632694e-5,22,48,1,1,FALSE
implants,-15.14285901124884,9.967459005155721e-5,14,37,1,1,FALSE
sections,-15.158370638812295,9.885906117301779e-5,19,44,1,1,FALSE
call,-15.201767338519655,9.661295877827492e-5,1695,1615,1,1,FALSE
inhl,-15.20620771094592,9.638605231310216e-5,8,28,1,1,FALSE
notices,-15.20620771094592,9.638605231310216e-5,8,28,1,1,FALSE
tiss,-15.20620771094592,9.638605231310216e-5,8,28,1,1,FALSE
standard,-15.220807351390171,9.564377281212622e-5,287,327,1,1,FALSE
badih,-15.233051497717007,9.502568885277896e-5,5,23,1,1,FALSE
drooping,-15.233051497717007,9.502568885277896e-5,5,23,1,1,FALSE
repaired,-15.233051497717007,9.502568885277896e-5,5,23,1,1,FALSE
sentinel,-15.233051497717007,9.502568885277896e-5,5,23,1,1,FALSE
sharon,-15.233051497717007,9.502568885277896e-5,5,23,1,1,FALSE
xifaxan,-15.233051497717007,9.502568885277896e-5,5,23,1,1,FALSE
distance,-15.240486760850548,9.465232018190939e-5,59,93,1,1,FALSE
immunizations,-15.262510169775375,9.355503364916196e-5,41,72,1,1,FALSE
going,-15.263401234161229,9.351090799925021e-5,292,332,1,1,FALSE
retired,-15.274850739086101,9.29457865602723e-5,132,172,1,1,FALSE
esr,-15.282446623867871,9.257276850482832e-5,16,40,1,1,FALSE
looks,-15.29204186668999,9.210371865631117e-5,46,78,1,1,FALSE
pink,-15.323479259835494,9.058363355396448e-5,110,149,1,1,FALSE
diaphoresis,-15.352855040923087,8.91860539934397e-5,65,100,1,1,FALSE
nonfocal,-15.400103689540824,8.698352074121285e-5,40,71,1,1,FALSE
lvot,-15.411629268822733,8.64546018856105e-5,45,77,1,1,FALSE
larry,-15.42729354362137,8.574093832280916e-5,24,51,1,1,FALSE
yet,-15.444483752524802,8.496457269935309e-5,106,145,1,1,FALSE
mail,-15.46945546395907,8.38493512477223e-5,18,43,1,1,FALSE
overactive,-15.46945546395907,8.38493512477223e-5,18,43,1,1,FALSE
wet,-15.509571330109582,8.208854907476582e-5,104,143,1,1,FALSE
boyd,-15.517626010858654,8.173951541756708e-5,6,25,1,1,FALSE
metamucil,-15.517626010858654,8.173951541756708e-5,6,25,1,1,FALSE
mullins,-15.517626010858654,8.173951541756708e-5,6,25,1,1,FALSE
outflow,-15.517626010858654,8.173951541756708e-5,6,25,1,1,FALSE
visually,-15.517626010858654,8.173951541756708e-5,6,25,1,1,FALSE
oncologist,-15.531530443981229,8.114050397645123e-5,11,33,1,1,FALSE
dizzy,-15.535767496820492,8.095884859027347e-5,44,76,1,1,FALSE
operating,-15.552877328438308,8.02294503849943e-5,13,36,1,1,FALSE
bryan,-15.614672483506247,7.764972106349965e-5,9,30,1,1,FALSE
rads,-15.614672483506247,7.764972106349965e-5,9,30,1,1,FALSE
aads,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
areola,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
ashli,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
audiologic,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
baked,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
births,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
bolger,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
brevis,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
carcinoid,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
chondromalacia,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
choroidal,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
cin,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
cologuard,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
cronk,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
crossroads,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
defee,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
depue,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
discolored,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
disposal,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
dix,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
dmd,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
docosahexanoic,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
dolores,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
donnie,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
dubois,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
duckling,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
eddie,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
faber,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
glp,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
glucoses,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
greenlight,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
haglund,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
halliwell,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
hallpike,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
hormonal,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
implications,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
intermittency,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
intracavitary,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
iol,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
kellahan,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
labeling,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
lag,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
leister,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
lengthening,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
lichtenstein,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
mammographic,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
marrison,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
microcalcifications,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
monica,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
neulasta,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
neurotology,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
nucala,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
ohms,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
ostendorf,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
peroneus,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
rasagiline,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
rems,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
richter,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
sistare,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
sloane,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
smyre,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
throbbing,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
tmc,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
ugly,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
uninflamed,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
upstrokes,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
ursodiol,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
vemp,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
wisdom,-15.622642064661818,7.732315149755475e-5,0,13,1,1,FALSE
structural,-15.642638507994738,7.650982670559525e-5,30,59,1,1,FALSE
lac,-15.649688720775613,7.622512678062687e-5,15,39,1,1,FALSE
zantac,-15.678913513881605,7.505629870507846e-5,23,50,1,1,FALSE
nizoral,-15.693108213012048,7.449511240531503e-5,20,46,1,1,FALSE
around,-15.77791169134805,7.122925053326679e-5,491,524,1,1,FALSE
kind,-15.802778990011793,7.02991794903074e-5,17,42,1,1,FALSE
phone,-15.872286442101535,6.776378222816959e-5,547,577,1,1,FALSE
mentioned,-15.929684120309481,6.573957837985311e-5,106,146,1,1,FALSE
attestation,-15.932459617174729,6.56432531516149e-5,237,280,1,1,FALSE
ulcers,-15.990025821332772,6.367708101917557e-5,120,161,1,1,FALSE
bulge,-15.999232156918687,6.336817905994163e-5,12,35,1,1,FALSE
gluc,-16.00810275255196,6.307196800647841e-5,3,20,1,1,FALSE
itch,-16.00810275255196,6.307196800647841e-5,3,20,1,1,FALSE
ned,-16.00810275255196,6.307196800647841e-5,3,20,1,1,FALSE
platelets,-16.01048967039098,6.299250098351639e-5,36,67,1,1,FALSE
epic,-16.019963900216474,6.267806981707924e-5,91,130,1,1,FALSE
ductal,-16.02133950599548,6.263254757299386e-5,57,92,1,1,FALSE
acted,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
bathtub,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
bread,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
callus,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
fog,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
ibd,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
icing,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
psy,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
tendons,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
thyroiditis,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
urogram,-16.034657302770732,6.219354397030141e-5,2,18,1,1,FALSE
marijuana,-16.042839462213514,6.192536596782983e-5,10,32,1,1,FALSE
marginal,-16.046482966652498,6.180632121810525e-5,14,38,1,1,FALSE
wks,-16.046482966652498,6.180632121810525e-5,14,38,1,1,FALSE
patients,-16.065653611414508,6.11837369509649e-5,267,310,1,1,FALSE
production,-16.069036076253546,6.107454471593332e-5,45,78,1,1,FALSE
69,-16.07938969132055,6.074152741608607e-5,371,411,1,1,FALSE
possibility,-16.092910256309313,6.030939514090061e-5,63,99,1,1,FALSE
esters,-16.113762658857567,5.9648982488780256e-5,4,22,1,1,FALSE
lovaza,-16.113762658857567,5.9648982488780256e-5,4,22,1,1,FALSE
midtown,-16.113762658857567,5.9648982488780256e-5,4,22,1,1,FALSE
pathways,-16.113762658857567,5.9648982488780256e-5,4,22,1,1,FALSE
sedentary,-16.113762658857567,5.9648982488780256e-5,4,22,1,1,FALSE
